phylum	class	order	family	genus	names_to_use	SporeType	SporeVolume	spore_length	spore_width	SporeArea	Q_ratio
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella elegans	Mitospores	3020.3202103784483	15.303	13.853	206.81304322414192	1.1377777777777778
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella elegans	Multinucleate sexual spores	26494.252785663622	36.255	36.255	1054.3774583118516	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella homothallica	Mitospores	2144.660584850632	16.0	16.0	201.06192982974676	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella homothallica	Multinucleate sexual spores	179594.3800302165	70.0	70.0	3848.4510006474966	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella phaeospora	Mitospores	986.6346261523944	12.333333333333334	12.333333333333334	119.64232022421129	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella polymorpha	Mitospores	448.92050022859144	9.5	9.5	70.8821842466197	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella vesiculosa	Mitospores	5575.279762570686	22.0	22.0	380.132711084365	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Gongronella	Gongronella butleri	Mitospores	3541.7184552869994	10.98076923076923	10.01923076923077	193.22833834039892	1.474671669793621
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Gongronella	Gongronella butleri	Multinucleate sexual spores	9493.991173918777	26.25	26.25	541.6302084329652	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Gongronella	Gongronella koreana	Mitospores	12.77005053806691	2.9	2.9	6.60519855417254	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Gongronella	Gongronella lacrispora	Mitospores	294.27789260027714	9.75	6.883333333333333	55.88435181807594	1.5248455546602202
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Gongronella	Gongronella orasabula	Mitospores	11.366282220687873	2.7	2.7	5.921902152016761	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Halteromyces	Halteromyces radiatus	Mitospores	6.414085001079161	4.0	1.75	5.497787143782138	2.2857142857142856
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Hesseltinella	Hesseltinella vesiculosa	Mitospores	22.089323345553233	6.75	2.5	13.25359400733194	2.7
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lentamycetaceae	Lentamyces	Lentamyces parricida	Mitospores	4.169155250701454	2.6	1.75	3.5735616434583894	1.4857142857142858
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lentamycetaceae	Lentamyces	Lentamyces parricida	Multinucleate sexual spores	28730.912014629852	38.0	38.0	1134.1149479459152	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lentamycetaceae	Lentamyces	Lentamyces parricidus	Mitospores	4.169155250701454	2.6	1.75	3.5735616434583894	1.4857142857142858
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lentamycetaceae	Lentamyces	Lentamyces parricidus	Multinucleate sexual spores	28730.912014629852	38.0	38.0	1134.1149479459152	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lentamycetaceae	Lentamyces	Lentamyces zychae	Mitospores	9.38406815596661	2.725	2.45	5.362305960596078	1.1447368421052633
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lentamycetaceae	Lentamyces	Lentamyces zychae	Multinucleate sexual spores	14.137166941154067	3.0	3.0	7.0685834705770345	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lentamycetaceae	Siepmannia	Siepmannia lariceti	Mitospores	2.8061621879721326	1.75	1.75	2.405281875404685	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lentamycetaceae	Siepmannia	Siepmannia lariceti	Multinucleate sexual spores	4021.2385965949347	30.0	16.0	376.99111843077515	1.875
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lentamycetaceae	Siepmannia	Siepmannia pineti	Mitospores	2.650718801466388	2.25	1.5	2.650718801466388	1.5
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Dichotomocladium	Dichotomocladium elegans	Mitospores	65449.84694978735	50.0	50.0	1963.4954084936207	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Dichotomocladium	Dichotomocladium elegans	Multinucleate sexual spores	65449.84694978735	50.0	50.0	1963.4954084936207	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Dichotomocladium	Dichotomocladium robustum	Mitospores	113097.33552923254	60.0	60.0	2827.4333882308138	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Dichotomocladium	Dichotomocladium robustum	Multinucleate sexual spores	113097.33552923254	60.0	60.0	2827.4333882308138	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	Lichtheimia corymbifera	Mitospores	16402.754299475302	17.0	15.625	505.35463076104566	1.3666666666666667
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	Lichtheimia corymbifera	Multinucleate sexual spores	242555.92197374336	76.75	76.75	4664.676041958294	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	Lichtheimia hyalospora	Mitospores	523.5987755982989	10.0	10.0	78.53981633974483	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	Lichtheimia ramosa	Mitospores	9517.092452590248	18.692307692307693	17.53846153846154	427.1961856448736	1.3296703296703296
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	Lichtheimia ramosa	Multinucleate sexual spores	268063.1017768614	83.75	75.25	5100.670197414303	1.0994152046783627
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	Lichtheimia sphaerocystis	Mitospores	77.95181491474793	5.3	5.3	22.061834409834322	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Rhizomucor	Rhizomucor chlamydosporus	Mitospores	927.1298069672127	10.25	10.25	100.23644060359933	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Rhizomucor	Rhizomucor miehei	Mitospores	27.979809571034092	3.75	3.75	11.093749057988957	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Rhizomucor	Rhizomucor miehei	Multinucleate sexual spores	39793.50694547071	40.0	40.0	1335.176877775662	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Rhizomucor	Rhizomucor pusillus	Mitospores	34.84590757761022	3.9375	3.9375	12.529555075449917	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Rhizomucor	Rhizomucor pusillus	Multinucleate sexual spores	125659.25555399913	63.0	61.25	3047.344873982099	1.0277777777777777
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Rhizomucor	Rhizomucor tauricus	Mitospores	25.21455353740558	3.625	3.625	10.357438279803848	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Rhizomucor	Rhizomucor tauricus	Multinucleate sexual spores	82447.95760081052	54.0	54.0	2290.221044466959	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Thermomucor	Thermomucor indicae-seudaticae	Mitospores	68.47083735206434	4.966666666666667	4.966666666666667	19.79465171149369	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Lichtheimiaceae	Thermomucor	Thermomucor indicae-seudaticae	Multinucleate sexual spores	97542.91760222778	53.25	51.75	2376.0257938181303	1.0294117647058822
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Actinomucor	Actinomucor elegans	Mitospores	397.14967129130963	8.5	8.5	60.86835766330224	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Actinomucor	Actinomucor elegans	Multinucleate sexual spores	179594.3800302165	70.0	70.0	3848.4510006474966	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Benjaminiella	Benjaminiella multispora	Mitospores	235.61944901923448	12.5	6.0	58.90486225480862	2.0833333333333335
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Benjaminiella	Benjaminiella multispora	Multinucleate sexual spores	150532.55358940852	66.0	66.0	3421.194399759285	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Benjaminiella	Benjaminiella poitrasii	Mitospores	220.8932334555323	7.5	7.5	44.178646691106465	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Benjaminiella	Benjaminiella poitrasii	Multinucleate sexual spores	220.8932334555323	7.5	7.5	44.178646691106465	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Chaetocladium	Chaetocladium brefeldii	Mitospores	1286263.949130366	87.75	87.75	11360.882608314514	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Chaetocladium	Chaetocladium brefeldii	Multinucleate sexual spores	12789.685492151846	24.5	24.5	575.3041546886309	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Chaetocladium	Chaetocladium jonesii	Mitospores	4.1887902047863905	2.0	2.0	3.141592653589793	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Ellisomyces	Ellisomyces anomalus	Mitospores	673.2236707102077	11.55	8.25	90.8902024591697	1.386111111111111
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Ellisomyces	Ellisomyces anomalus	Multinucleate sexual spores	56115.06252857393	47.5	47.5	1772.0546061654927	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Helicostylum	Helicostylum pulchrum	Mitospores	406.11630032343055	10.625	8.5	70.19496085364695	1.3035714285714286
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Isomucor	Isomucor trufemiae	Mitospores	213.7465028676972	8.7	6.85	46.805803547670926	1.27007299270073
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor adventitius	Multinucleate sexual spores	97.46300333910209	8.25	4.75	30.777790528137505	1.736842105263158
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor aligarensis	Mitospores	204.62894648851017	9.25	6.5	47.22206457427158	1.4230769230769231
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor amphibiorum	Mitospores	44.16985459499954	4.383333333333334	4.383333333333334	15.098625192846447	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor amphibiorum	Multinucleate sexual spores	131946.8914507713	70.0	60.0	3298.6722862692827	1.1666666666666667
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor ardhlaengiktus	Mitospores	120.05072726917795	9.5	4.3	35.02875808752619	2.2844827586206895
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor ardhlaengiktus	Multinucleate asexual spores	75766.37907524758	52.5	52.5	2164.7536878642168	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor aurantius	Mitospores	540.6157358052435	9.5	6.5	75.00552460445631	1.2727272727272727
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor azygospora	Mitospores	568.9567412649778	9.733333333333333	9.733333333333333	78.59741220506064	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor azygospora	Multinucleate asexual spores	1022.6538585904274	12.5	12.5	122.7184630308513	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor azygospora	Multinucleate sexual spores	1217997.1080429365	132.5	132.5	13788.646506146451	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor azygosporus	Mitospores	568.9567412649778	9.733333333333333	9.733333333333333	78.59741220506064	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor azygosporus	Multinucleate asexual spores	1022.6538585904274	12.5	12.5	122.7184630308513	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor azygosporus	Multinucleate sexual spores	1217997.1080429365	132.5	132.5	13788.646506146451	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor bacilliformis	Mitospores	67702.49875127005	30.9	28.6375	1452.1948227618043	2.196278721278721
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor bacilliformis	Multinucleate sexual spores	164266.12404934672	66.75	65.25	3543.029289856314	1.0194805194805194
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor bainieri	Mitospores	174337.41877260368	33.125	31.925	2401.838886205892	1.2840909090909092
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor bainieri	Multinucleate asexual spores	458901.60188843403	92.5	92.5	6960.591223109886	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor bainieri	Multinucleate sexual spores	274496.65810740815	80.0	80.0	5065.818153913541	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor caninus	Mitospores	265.4645792283375	12.0	6.5	61.261056745000964	1.8461538461538463
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor caninus	Multinucleate sexual spores	8181230.868723419	250.0	250.0	49087.385212340516	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides	Mitospores	124801.25754992169	29.324285714285715	27.662857142857142	1930.7830700892978	1.1981743259641902
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides	Multinucleate sexual spores	393159.56812190654	89.82142857142857	88.75	6393.281299727264	1.010204081632653
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor corticola	Mitospores	34.867319495039844	5.72	3.35	15.243400254299374	1.7031833405445251
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor corticola	Multinucleate asexual spores	14137.166941154068	30.0	30.0	706.8583470577034	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor corticola	Multinucleate sexual spores	377898.2533094992	90.0	87.75	6294.966279630548	1.0241935483870968
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor corticolus	Mitospores	32.786446331026475	5.75	3.3	14.90293015046658	1.7424242424242424
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor corticolus	Multinucleate asexual spores	14137.166941154068	30.0	30.0	706.8583470577034	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor corticolus	Multinucleate sexual spores	441539.0664895944	97.5	93.0	7121.5978466063625	1.0483870967741935
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor ctenidius	Mitospores	227.74239631421017	8.375	6.525	46.137233361078856	1.2765151515151514
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor ctenidius	Multinucleate sexual spores	47712.938426394976	45.0	45.0	1590.4312808798327	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor falcatus	Mitospores	255.90481095823418	7.875	7.875	48.719229823247964	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor falcatus	Multinucleate sexual spores	636172.512351933	150.0	90.0	10602.875205865552	1.6666666666666667
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor flavus	Mitospores	137.10106689806705	9.5	5.25	39.17173339944773	1.8095238095238095
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor flavus	Multinucleate sexual spores	2565895.7998194634	180.0	165.0	23326.325452904213	1.0909090909090908
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor fuscus	Mitospores	341.50093892225294	8.625	8.625	58.7576000991716	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor fuscus	Multinucleate sexual spores	321555.09806430526	85.0	85.0	5674.5017305465635	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor genevensis	Mitospores	133.08624238647323	9.225	4.6	36.81946590007237	1.9786458333333332
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor genevensis	Multinucleate sexual spores	268082.573106329	80.0	80.0	5026.548245743669	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor gigasporus	Mitospores	1745.6573738937043	21.0	12.6	207.81635403496477	1.6666666666666667
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor griseoochraceus var. minuta	Mitospores	81.73322345550321	5.583333333333333	5.083333333333333	22.98925874111281	1.0833333333333333
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor guilliermondii	Mitospores	19.658581479685083	6.45	2.2750000000000004	12.042117340291377	2.8058058058058055
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor heterogamus	Mitospores	692.9461639654393	9.5	8.375	80.42968067041994	1.375
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor heterogamus	Multinucleate sexual spores	65449.84694978735	50.0	50.0	1963.4954084936207	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor hiemalis	Mitospores	75.25363986097366	5.91328125	3.61640625	19.048022355875403	1.658040156613801
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor hiemalis	Multinucleate sexual spores	320391.87578442495	83.23863636363636	82.95454545454545	5545.535782125051	1.0040584415584415
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor inaequisporus	Mitospores	733.0382858376183	14.0	10.0	109.95574287564276	1.4
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor inaequisporus	Multinucleate sexual spores	293215.3143350473	87.5	80.0	5497.787143782138	1.09375
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor indicus	Mitospores	1055.6692048528528	9.816666666666666	8.9	97.85799316544406	1.2111522198731501
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor indicus	Multinucleate asexual spores	22449.297503777063	35.0	35.0	962.1127501618741	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor indicus	Multinucleate sexual spores	523598.7755982988	100.0	100.0	7853.981633974483	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor janseni	Mitospores	47.71293842639498	4.5	4.5	15.904312808798327	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor janseni	Multinucleate sexual spores	179594.3800302165	70.0	70.0	3848.4510006474966	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor lanceolatus	Mitospores	268.082573106329	8.0	8.0	50.26548245743669	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor lausannensis	Mitospores	2144.660584850632	16.0	16.0	201.06192982974676	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor laxorrhizus	Mitospores	65.44984694978736	5.0	5.0	19.634954084936208	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor lilianae	Multinucleate sexual spores	66377.38909079036	55.6	47.75	2085.1535840038855	1.1643979057591622
