GENUS;Source;COMMENT on genus;primary_lifestyle;Secondary_lifestyle;Comment_on_lifestyle_template;Endophytic_interaction_capability_template;Plant_pathogenic_capacity_template;Decay_substrate_template;Decay_type_template;Aquatic_habitat_template;Animal_biotrophic_capacity_template;Specific_hosts;Growth_form_template;Fruitbody_type_template;Hymenium_type_template;Ectomycorrhiza_exploration_type_template;Ectomycorrhiza_lineage_template;primary_photobiont;secondary_photobiont
Kolletes;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Kontospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Kostermansinda;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Kostermansindiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Kramabeeja;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Kreiseliella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Krishnamyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Kumanasamuha;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Kutilakesa;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;;;;;;;;;;
Kyphophora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Lacellinopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Laciniocladium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Lagenomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Lambdasporium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Lambinonia;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Laocoön;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;;;;;;;;;;
Lappodochium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Lasiodiplodiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Lasiothyrium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Lasmeniella;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Latericonis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Lateriramulosa;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Laterispora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Lawalreea;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Lecaniocola;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Leeina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Leightoniomyces;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;none;none;;;;
Lembuncula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Lemkea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Leprieurinella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Leptascospora;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;;;;;;;;;;
Leptochlamys;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Leptodermella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Leptophyllosticta;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Leptostromella;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Leptothyrella;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Leptothyrina;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Leucoconiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Leucoconis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Leucodochium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Leuliisinea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Libertiella;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Lichenobactridium;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Lichenohendersonia;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Lichenopeziza;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Lichenophoma;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Lichenopuccinia;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Lichenostella;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Linochorella;Fungal_traits_DB;;unspecified_pathotroph;;;;;;;;;;;;;;;;
Linodochium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Listeromyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Lithopythium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Lobatopedis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Loliomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Lomaantha;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Lomachashaka;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Ludwigomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Luzfridiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Luxuriomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Lysotheca;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Mackenziella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Macroallantina;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Macrodiplodia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Macrotrichum;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Mahabalella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Manginella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Mapletonia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Margarinomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Martinellisia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Massalongina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Matsushimiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Medusamyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Megalodochium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Megaloseptoria;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Melanocephala;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Melophia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Menidochium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Mercadomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Merismella;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Metadiplodia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Metazythia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Metazythiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Microblastosporon;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Microclava;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Microdiscula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Microdothiorella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Microhendersonula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Micromastia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Microperella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Micropustulomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Microtyle;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Microxyphiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Microxyphiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Mindoa;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Minteriella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Minutophoma;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Miricatena;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Mirimyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Monochaetiella;Fungal_traits_DB;;unspecified_pathotroph;;;;;;;;;;;;;;;;
Monochaetinula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Monochaetopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Monodia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Monodidymaria;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Monodisma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Monostichella;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;;;;;;;;;;
Moralesia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Morrisographium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Mucosetospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Muiogone;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Muirella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Murogenella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Mycelephas;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Mycocentrodochium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Mycoënterolobium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Mycohypallage;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Mycopara;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Mycospraguea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Mycosticta;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Mycotodea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Mycousteria;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Myiocoprula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Myriellina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Myrmecomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Myrotheciastrum;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Mystrosporiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Myxoparaphysella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Myxosporidiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Myxostomellina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Myxothyriopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Myxothyrium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Naemosphaera;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Naemosphaerella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Nagrajia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Nagrajomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Nakatopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Nanoschema;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Naothyrsium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Necraphidium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Nematographium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Nemozythiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neoalpakesa;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neoarbuscula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neobarclaya;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neodiplodina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neofuckelia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neoheteroceras;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neojohnstonia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neoligniella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neomarssoniella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neomelanconium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neopeltis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neopericonia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neophoma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neopodoconis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neospegazzinia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neozythia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Neottiospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Nidulispora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Nigrolentilocus;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Nigromacula;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Nigropuncta;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Nosophloea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Nothospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Novozymia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Nummospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Nusia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Nyctalospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Nypaella;Fungal_traits_DB;;;;;;;;;marine;;;;;;;;;
Obstipipilus;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;;;;;;;;;;
Octopodotus;Fungal_traits_DB;;;;;;;;;marine;;;;;;;;;
Odontodictyospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Oedothea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Ojibwaya;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Omega;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Oncopodium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Oncospora;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Oncosporella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Oncostroma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Oothyrium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Ophiosira;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Orphanocoela;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Ostracoderma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Ostracodermidium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Oswaldina;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;;;;;;;;;;
Paathramaya;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pachycladina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Palawaniopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Papilionospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pappimyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paraaoria;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paraarthrocladium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Parablastocatena;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paraceratocladium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Parachionomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paracryptophiale;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paracytospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paradendryphiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paradidymobotryum;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paradiplodia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paradischloridium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paradiscula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paraëpicoccum;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Parafulvia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Parahaplotrichum;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paraharknessia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Parahyalotiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paramassariothea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paramenisporopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Parapericonia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Parapericoniella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Parapithomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Parapyricularia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pararobillarda;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Parasphaeropsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Parastigmatellina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paratetraploa;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paratomenticola;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paratrichoconis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paraulocladium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Paspalomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pazschkeella;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Patriciomyces;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;none;none;;;;
Peethasthabeeja;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pellionella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Peltasterinostroma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Peltasteropsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Peltistroma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Peltistromella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Peltosoma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Peltostromellina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Peltostromopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Penzigomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Perelegamyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Perizomella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pestalozziella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Petrakiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phacidiostromella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phacostroma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phacostromella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phaeoblastophora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phaeocandelabrum;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phaeodiscula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phaeodomus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phaeohiratsukaea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phaeoidiomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phaeolabrella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phaeomonilia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phaeomonostichella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phaeophloeosporella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phaeophomopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phaeoschizotrichum;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phaeosporobolus;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;;;;;;
Phaeostilbelloides;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phaeothyrium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phaeotrichoconis;Fungal_traits_DB;;plant_pathogen;foliar_endophyte;;foliar_endophyte;leaf/fruit/seed_pathogen;leaf/fruit/seed;;;;;;;;;;;
Phaeoxyphiella;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Phellostroma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phialogeniculata;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Phialophaeoisaria;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phialostele;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phloeosporina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phlyctaeniella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phomachora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phomachorella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phomatosporella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phragmoconidium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phragmopeltis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phragmospathula;Fungal_traits_DB;;;;;;;;;partly_aquatic;;;;;;;;;
Phragmospathulella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phthora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phylloedium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Phyllohendersonia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Physalidiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Physalidiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Piggotia;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;;;;;;;;;;
Pinatubo;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Piperivora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Piricaudilium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Piricaudiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pirispora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pirostomella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pithosira;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pittostroma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Placella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Placodiplodia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Placonema;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Placonemina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Placosphaerina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Placothea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Placothyrium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Plagiostigmella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Plasia;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Plectonaemella;Fungal_traits_DB;;wood_saprotroph;;;;;wood;soft_rot;;;;filamentous_mycelium;;;;;;
Plectopeltis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Plectophomopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Plectopycnis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Plectosira;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Plectronidiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Plectronidium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Plenocatenulis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Plenophysa;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Plenozythia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Plenotrichopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Plenotrichum;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pleocouturea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Plesiospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pleurodiscula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pleurodomus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pleuropedium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pleurophomopsis;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Pleuroplaconema;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pleuroplacosphaeria;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pleurothyriella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pleurovularia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pocillopycnis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Podoplaconema;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Podosporiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Podosporiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Podosporium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Poikilosperma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Polybulbophiale;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Polychaetella;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Polycladium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Polydesmus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Polyetron;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Polyrostrata;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Polystomellomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Polystratorictus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Polytretophora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Porocladium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Poropeltis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Porophilomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Porosubramaniania;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Porrectotheca;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Potamomyces;Fungal_traits_DB;;;;;;;;;partly_freshwater_(partly_non-aquatic);;;;;;;;;
Proboscispora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Protostegiomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Protostroma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudoanguillospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudoaristastoma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudoasperisporium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudobasidiospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudocanalisporium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudocenangium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudochuppia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudoconium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
